entrez	list
51330	CRC
1051	CRC
55248	CRC
1736	CRC
3915	CRC
4234	CRC
25929	CRC
9603	CRC
51776	CRC
430	CRC
22822	CRC
9669	CRC
51776	CRC
51434	CRC
4691	CRC
7076	CRC
7203	CRC
87	CRC
1019	CRC
11260	CRC
1303	CRC
22822	CRC
1278	CRC
55127	CRC
1615	CRC
84962	CRC
8140	CRC
54517	CRC
595	CRC
57761	CRC
1503	CRC
8346	CRC
11007	CRC
960	CRC
87	CRC
94234	CRC
7045	CRC
3326	CRC
51042	CRC
23250	CRC
813	CRC
84320	CRC
79084	CRC
22839	CRC
23367	CRC
7004	CRC
285590	CRC
1434	CRC
8609	CRC
6483	CRC
11335	CRC
64794	CRC
55226	CRC
10410	CRC
84916	CRC
8662	CRC
6723	CRC
7076	CRC
81848	CRC
3987	CRC
9128	CRC
56648	CRC
221830	CRC
7203	CRC
960	CRC
2118	CRC
26031	CRC
8662	CRC
2617	CRC
84319	CRC
94234	CRC
79084	CRC
51230	CRC
9507	CRC
1434	CRC
28231	CRC
6597	CRC
55239	CRC
4841	CRC
1454	CRC
7203	CRC
960	CRC
2956	CRC
9793	CRC
7203	CRC
79134	CRC
2030	CRC
3054	CRC
6641	CRC
84128	CRC
960	CRC
27044	CRC
8833	CRC
8607	CRC
3609	CRC
3491	CRC
6185	CRC
55922	CRC
84172	CRC
7045	CRC
271	CRC
11335	CRC
51602	CRC
84320	CRC
57587	CRC
5361	CRC
440145	CRC
908	CRC
6949	CRC
9518	CRC
1282	CRC
9688	CRC
54606	CRC
9518	CRC
22839	CRC
9653	CRC
84172	CRC
960	CRC
8662	CRC
3987	CRC
27000	CRC
4691	CRC
90407	CRC
595	CRC
56902	CRC
196527	CRC
50807	CRC
60436	CRC
54929	CRC
2971	CRC
7804	CRC
2050	CRC
23160	CRC
23077	CRC
3614	CRC
26031	CRC
6659	CRC
6659	CRC
1019	CRC
9128	CRC
84306	CRC
9221	CRC
84726	CRC
57587	CRC
9456	CRC
114793	CRC
55705	CRC
9603	CRC
64175	CRC
7123	CRC
80018	CRC
23560	CRC
8295	CRC
8767	CRC
55308	CRC
55226	CRC
8607	CRC
6641	CRC
9620	CRC
28987	CRC
64682	CRC
56342	CRC
79084	CRC
9767	CRC
5036	CRC
23215	CRC
4282	CRC
55920	CRC
57655	CRC
51776	CRC
595	CRC
87	CRC
56937	CRC
9518	CRC
1660	CRC
55922	CRC
3326	CRC
7203	CRC
717	CRC
22897	CRC
595	CRC
6723	CRC
1786	CRC
55226	CRC
6659	CRC
9533	CRC
8570	CRC
1001	CRC
6599	CRC
56902	CRC
47	CRC
4869	CRC
84886	CRC
3843	CRC
81034	CRC
1615	CRC
55920	CRC
10985	CRC
84128	CRC
3614	CRC
84172	CRC
60681	CRC
3987	CRC
25885	CRC
1876	CRC
54919	CRC
9790	CRC
9987	CRC
2617	CRC
1615	CRC
55757	CRC
23212	CRC
6659	CRC
6659	CRC
346389	CRC
87	CRC
10529	CRC
9724	CRC
10054	CRC
51230	CRC
5358	CRC
9883	CRC
960	CRC
5954	CRC
1019	CRC
6597	CRC
27042	CRC
24140	CRC
6949	CRC
3276	CRC
4673	CRC
6597	CRC
79586	CRC
5328	CRC
26747	CRC
28989	CRC
64175	CRC
55689	CRC
11137	CRC
10885	CRC
3624	CRC
9456	CRC
54894	CRC
1871	CRC
57085	CRC
51776	CRC
84259	CRC
1786	CRC
191	CRC
4839	CRC
5471	CRC
10574	CRC
10417	CRC
28989	CRC
861	CRC
994	CRC
6599	CRC
26031	CRC
87178	CRC
471	CRC
55646	CRC
84962	CRC
64425	CRC
150094	CRC
6319	CRC
157922	CRC
55627	CRC
1871	CRC
10695	CRC
1312	CRC
9343	CRC
53827	CRC
4017	CRC
54894	CRC
285855	CRC
126792	CRC
1108	CRC
6472	CRC
4673	CRC
6208	CRC
9136	CRC
51564	CRC
8346	CRC
31	CRC
3376	CRC
23367	CRC
10528	CRC
142	CRC
545	CRC
8662	CRC
196527	CRC
4673	CRC
8535	CRC
23598	CRC
9343	CRC
23511	CRC
81855	CRC
8346	CRC
7171	CRC
58477	CRC
90411	CRC
8480	CRC
23160	CRC
55646	CRC
84172	CRC
3376	CRC
1662	CRC
3376	CRC
6597	CRC
9128	CRC
29923	CRC
23344	CRC
7407	CRC
51692	CRC
9448	CRC
51360	CRC
6662	CRC
65083	CRC
865	CRC
55131	CRC
10155	CRC
51564	CRC
84365	CRC
8346	CRC
84172	CRC
196527	CRC
64754	CRC
63875	CRC
29107	CRC
3376	CRC
6662	CRC
79188	CRC
1479	CRC
2971	CRC
1503	CRC
23560	CRC
3987	CRC
23076	CRC
10808	CRC
4233	CRC
25800	CRC
10459	CRC
79188	CRC
83787	CRC
91283	CRC
10808	CRC
169714	CRC
9675	CRC
10849	CRC
7982	CRC
80324	CRC
51114	CRC
53827	CRC
4841	CRC
55239	CRC
51373	CRC
9987	CRC
84172	CRC
960	CRC
54865	CRC
6059	CRC
5591	CRC
8882	CRC
60681	CRC
10495	CRC
55761	CRC
51634	CRC
2058	CRC
10075	CRC
1293	CRC
5420	CRC
57477	CRC
2919	CRC
9031	CRC
960	CRC
54517	CRC
56902	CRC
55720	CRC
10528	CRC
51114	CRC
9319	CRC
5782	CRC
109	CRC
4841	CRC
23077	CRC
84326	CRC
79073	CRC
84326	CRC
64327	CRC
8682	CRC
84886	CRC
5054	CRC
5471	CRC
5591	CRC
51540	CRC
10527	CRC
191	CRC
6472	CRC
5422	CRC
6781	CRC
11226	CRC
5538	CRC
30000	CRC
79888	CRC
51645	CRC
2971	CRC
8346	CRC
57670	CRC
55621	CRC
10783	CRC
3915	CRC
8662	CRC
3651	CRC
25903	CRC
5688	CRC
84326	CRC
5202	CRC
55038	CRC
4316	CRC
22822	CRC
143458	CRC
1958	CRC
23261	CRC
54997	CRC
6560	CRC
140838	CRC
55609	CRC
160897	CRC
55622	CRC
3329	CRC
4316	CRC
3915	CRC
2921	CRC
8346	CRC
6662	CRC
4363	CRC
10098	CRC
8346	CRC
56061	CRC
8480	CRC
80381	CRC
51776	CRC
3920	CRC
57670	CRC
8662	CRC
8346	CRC
203547	CRC
6659	CRC
26031	CRC
55299	CRC
9780	CRC
84678	CRC
116447	CRC
57539	CRC
3837	CRC
1958	CRC
116447	CRC
27339	CRC
84326	CRC
975	CRC
64782	CRC
63892	CRC
10171	CRC
7804	CRC
56937	CRC
57181	CRC
114049	CRC
84326	CRC
10797	CRC
51654	CRC
9021	CRC
5905	CRC
3164	CRC
126321	CRC
23198	CRC
4841	CRC
5631	CRC
1277	CRC
4172	CRC
25980	CRC
80324	CRC
127703	CRC
114049	CRC
10196	CRC
1019	CRC
79080	CRC
79651	CRC
57696	CRC
8346	CRC
10152	CRC
6659	CRC
10527	CRC
22974	CRC
116064	CRC
26747	CRC
16	CRC
5983	CRC
79691	CRC
65083	CRC
7052	CRC
55695	CRC
80018	CRC
3838	CRC
8884	CRC
10838	CRC
7070	CRC
29923	CRC
375790	CRC
546	CRC
4141	CRC
55003	CRC
8607	CRC
60681	CRC
5903	CRC
8882	CRC
9188	CRC
9076	CRC
865	CRC
9448	CRC
26354	CRC
401541	CRC
117178	CRC
54915	CRC
16	CRC
26156	CRC
92609	CRC
50807	CRC
9816	CRC
25907	CRC
3184	CRC
56893	CRC
203068	CRC
388	CRC
11065	CRC
4839	CRC
221830	CRC
10669	CRC
83732	CRC
81575	CRC
55740	CRC
23404	CRC
26586	CRC
5209	CRC
4673	CRC
7916	CRC
11065	CRC
5433	CRC
22880	CRC
9319	CRC
142	CRC
6208	CRC
9296	CRC
8519	CRC
10797	CRC
1490	CRC
4957	CRC
55651	CRC
23333	CRC
3184	CRC
8346	CRC
10528	CRC
7003	CRC
254428	CRC
23165	CRC
55159	CRC
9678	CRC
4176	CRC
79075	CRC
57655	CRC
9289	CRC
27143	CRC
10797	CRC
6059	CRC
5631	CRC
10808	CRC
79709	CRC
6520	CRC
8568	CRC
84181	CRC
1116	CRC
3329	CRC
6788	CRC
1958	CRC
2584	CRC
2648	CRC
27338	CRC
11030	CRC
10527	CRC
4176	CRC
6678	CRC
84955	CRC
56704	CRC
5425	CRC
56915	CRC
116447	CRC
114884	CRC
5358	CRC
285	CRC
54801	CRC
56886	CRC
1909	CRC
10528	CRC
6009	CRC
183	CRC
6932	CRC
23165	CRC
29128	CRC
116225	CRC
79921	CRC
3673	CRC
10808	CRC
60681	CRC
115908	CRC
56919	CRC
7791	CRC
4288	CRC
5901	CRC
2054	CRC
55661	CRC
9883	CRC
29028	CRC
9221	CRC
10807	CRC
3491	CRC
8346	CRC
7070	CRC
84918	CRC
1277	CRC
10413	CRC
64792	CRC
7289	CRC
116988	CRC
64434	CRC
3843	CRC
5901	CRC
9790	CRC
1434	CRC
84858	CRC
4233	CRC
5420	CRC
6472	CRC
7515	CRC
861	CRC
56652	CRC
55257	CRC
4673	CRC
10799	CRC
203068	CRC
6510	CRC
114049	CRC
22856	CRC
8519	CRC
8346	CRC
2618	CRC
11065	CRC
813	CRC
5425	CRC
2887	CRC
57572	CRC
11156	CRC
54443	CRC
4141	CRC
3609	CRC
51154	CRC
1284	CRC
55352	CRC
1293	CRC
84706	CRC
9875	CRC
8662	CRC
27340	CRC
23246	CRC
10808	CRC
55299	CRC
6781	CRC
10054	CRC
23322	CRC
10413	CRC
2194	CRC
26747	CRC
11065	CRC
11030	CRC
9793	CRC
79183	CRC
9141	CRC
79621	CRC
54919	CRC
6636	CRC
4830	CRC
7086	CRC
157922	CRC
64792	CRC
6541	CRC
8519	CRC
137392	CRC
79084	CRC
546	CRC
9456	CRC
6004	CRC
10491	CRC
441951	CRC
23310	CRC
25909	CRC
4673	CRC
871	CRC
10413	CRC
50807	CRC
8985	CRC
441951	CRC
1290	CRC
5723	CRC
346389	CRC
9015	CRC
84154	CRC
26147	CRC
6652	CRC
10535	CRC
6483	CRC
91252	CRC
84798	CRC
1312	CRC
51504	CRC
4320	CRC
6678	CRC
7078	CRC
57696	CRC
25903	CRC
51497	CRC
4673	CRC
50650	CRC
7086	CRC
117178	CRC
65062	CRC
57636	CRC
90025	CRC
79728	CRC
92609	CRC
57602	CRC
3843	CRC
55922	CRC
84918	CRC
5050	CRC
3609	CRC
5351	CRC
64328	CRC
81502	CRC
54443	CRC
1277	CRC
9296	CRC
26024	CRC
6434	CRC
54865	CRC
5213	CRC
960	CRC
5366	CRC
3184	CRC
221927	CRC
25966	CRC
6641	CRC
60681	CRC
252839	CRC
1069	CRC
23333	CRC
4363	CRC
4282	CRC
54820	CRC
50814	CRC
116064	CRC
8187	CRC
871	CRC
79084	CRC
10606	CRC
4172	CRC
23322	CRC
54972	CRC
80727	CRC
4673	CRC
51497	CRC
27292	CRC
80020	CRC
56999	CRC
84159	CRC
126321	CRC
6510	CRC
4837	CRC
57510	CRC
80854	CRC
8346	CRC
56259	CRC
6520	CRC
9277	CRC
10916	CRC
55695	CRC
10953	CRC
6541	CRC
285	CRC
1290	CRC
994	CRC
90874	CRC
8682	CRC
55215	CRC
23450	CRC
64328	CRC
6678	CRC
10007	CRC
80018	CRC
10381	CRC
51654	CRC
81887	CRC
79000	CRC
7153	CRC
51540	CRC
8767	CRC
29843	CRC
112858	CRC
5366	CRC
7165	CRC
22976	CRC
6581	CRC
58526	CRC
84798	CRC
10426	CRC
191	CRC
171023	CRC
221830	CRC
112616	CRC
5469	CRC
79913	CRC
1295	CRC
9057	CRC
253152	CRC
23433	CRC
4134	CRC
81502	CRC
9361	CRC
29968	CRC
3609	CRC
155400	CRC
84310	CRC
221927	CRC
4855	CRC
54663	CRC
9656	CRC
84154	CRC
1602	CRC
84303	CRC
6472	CRC
10808	CRC
54475	CRC
10492	CRC
23213	CRC
9361	CRC
10916	CRC
54431	CRC
115908	CRC
5591	CRC
4548	CRC
26586	CRC
79710	CRC
11226	CRC
11030	CRC
23677	CRC
65125	CRC
3725	CRC
55795	CRC
3725	CRC
10152	CRC
29968	CRC
6520	CRC
219738	CRC
80018	CRC
5654	CRC
22984	CRC
81502	CRC
5538	CRC
79600	CRC
64425	CRC
57679	CRC
9883	CRC
1846	CRC
6520	CRC
8346	CRC
27	CRC
57696	CRC
3184	CRC
26993	CRC
6678	CRC
6004	CRC
2921	CRC
10360	CRC
1290	CRC
116461	CRC
221150	CRC
9448	CRC
4828	CRC
7058	CRC
147495	CRC
2584	CRC
134266	CRC
55215	CRC
6812	CRC
9361	CRC
55794	CRC
4162	CRC
9031	CRC
54541	CRC
6713	CRC
6788	CRC
10152	CRC
10606	CRC
7094	CRC
54955	CRC
55332	CRC
51373	CRC
79101	CRC
7226	CRC
10535	CRC
22894	CRC
55833	CRC
8553	CRC
196527	CRC
85409	CRC
9631	CRC
55559	CRC
54476	CRC
57124	CRC
8346	CRC
3949	CRC
2182	CRC
994	CRC
4784	CRC
55222	CRC
2907	CRC
11335	CRC
23597	CRC
54498	CRC
441951	CRC
4316	CRC
440	CRC
171023	CRC
643911	CRC
5351	CRC
51645	CRC
10196	CRC
145741	CRC
64856	CRC
56931	CRC
5538	CRC
2907	CRC
10152	CRC
26993	CRC
55740	CRC
63979	CRC
79801	CRC
4323	CRC
54475	CRC
11082	CRC
79980	CRC
8346	CRC
4172	CRC
6929	CRC
3987	CRC
51523	CRC
1278	CRC
5159	CRC
55213	CRC
55093	CRC
29028	CRC
8519	CRC
55165	CRC
83596	CRC
2010	CRC
1265	CRC
4839	CRC
8609	CRC
2114	CRC
1303	CRC
143458	CRC
1820	CRC
2114	CRC
871	CRC
6997	CRC
23481	CRC
137392	CRC
56937	CRC
3992	CRC
3797	CRC
3801	CRC
10507	CRC
6599	CRC
91404	CRC
3987	CRC
81570	CRC
140465	CRC
54892	CRC
10413	CRC
7226	CRC
29952	CRC
6790	CRC
1289	CRC
1844	CRC
10797	CRC
58516	CRC
7056	CRC
10052	CRC
546	CRC
10926	CRC
121053	CRC
9277	CRC
93081	CRC
1012	CRC
23261	CRC
10953	CRC
10808	CRC
51755	CRC
65062	CRC
11047	CRC
3576	CRC
5629	CRC
7058	CRC
56938	CRC
2920	CRC
4323	CRC
7866	CRC
8502	CRC
8346	CRC
137392	CRC
1277	CRC
7422	CRC
84881	CRC
80209	CRC
29127	CRC
55332	CRC
6461	CRC
9057	CRC
5983	CRC
6242	CRC
23213	CRC
23261	CRC
6100	CRC
8313	CRC
64219	CRC
10867	CRC
79567	CRC
10160	CRC
1800	CRC
3092	CRC
10212	CRC
9777	CRC
440	CRC
23650	CRC
10926	CRC
150468	CRC
138428	CRC
84649	CRC
116461	CRC
7078	CRC
64856	CRC
990	CRC
80781	CRC
126382	CRC
6713	CRC
23598	CRC
6520	CRC
23450	CRC
898	CRC
9221	CRC
1604	CRC
1512	CRC
26586	CRC
22927	CRC
1301	CRC
57510	CRC
55905	CRC
6839	CRC
7171	CRC
5984	CRC
389856	CRC
64327	CRC
29841	CRC
4953	CRC
415116	CRC
7188	CRC
55165	CRC
4488	CRC
2669	CRC
6678	CRC
4673	CRC
9933	CRC
54443	CRC
51665	CRC
5831	CRC
51523	CRC
9818	CRC
10712	CRC
1462	CRC
85441	CRC
10849	CRC
8525	CRC
29995	CRC
54801	CRC
27292	CRC
1462	CRC
6711	CRC
55388	CRC
6510	CRC
221395	CRC
91404	CRC
55636	CRC
4237	CRC
8451	CRC
51421	CRC
54892	CRC
9926	CRC
23650	CRC
1289	CRC
9277	CRC
8131	CRC
56919	CRC
6059	CRC
54475	CRC
1265	CRC
54431	CRC
4061	CRC
23657	CRC
6165	CRC
3164	CRC
51715	CRC
84080	CRC
1490	CRC
60481	CRC
27253	CRC
8894	CRC
79586	CRC
79612	CRC
7753	CRC
11259	CRC
9462	CRC
23597	CRC
55110	CRC
55787	CRC
29070	CRC
23354	CRC
1875	CRC
3329	CRC
9047	CRC
6713	CRC
64219	CRC
3371	CRC
50807	CRC
29902	CRC
1301	CRC
6713	CRC
4851	CRC
1894	CRC
899	CRC
113130	CRC
1969	CRC
3725	CRC
25879	CRC
6599	CRC
699	CRC
4091	CRC
1958	CRC
54538	CRC
10054	CRC
1278	CRC
9448	CRC
23658	CRC
10529	CRC
56342	CRC
3725	CRC
55388	CRC
4314	CRC
6628	CRC
10630	CRC
7422	CRC
27286	CRC
92312	CRC
6628	CRC
389792	CRC
23594	CRC
26151	CRC
7866	CRC
1003	CRC
6628	CRC
51132	CRC
24148	CRC
11221	CRC
80209	CRC
84159	CRC
1289	CRC
4175	CRC
28960	CRC
57124	CRC
2920	CRC
84823	CRC
155400	CRC
3656	CRC
3667	CRC
65998	CRC
3164	CRC
11004	CRC
4854	CRC
155400	CRC
4361	CRC
994	CRC
55775	CRC
51018	CRC
1459	CRC
11091	CRC
3170	CRC
633	CRC
116092	CRC
10491	CRC
134359	CRC
51504	CRC
152189	CRC
79070	CRC
80155	CRC
55795	CRC
9672	CRC
57696	CRC
10549	CRC
5965	CRC
51083	CRC
84649	CRC
54821	CRC
8346	CRC
125058	CRC
221395	CRC
8243	CRC
5879	CRC
54512	CRC
57602	CRC
990	CRC
3673	CRC
3920	CRC
50854	CRC
8602	CRC
10926	CRC
10916	CRC
389792	CRC
25800	CRC
221395	CRC
27253	CRC
1301	CRC
9533	CRC
91404	CRC
10137	CRC
4171	CRC
55651	CRC
1278	CRC
1968	CRC
10131	CRC
5150	CRC
8560	CRC
81602	CRC
3184	CRC
9762	CRC
9015	CRC
114049	CRC
27346	CRC
79612	CRC
3980	CRC
64785	CRC
84629	CRC
51605	CRC
1800	CRC
1301	CRC
8675	CRC
4521	CRC
84561	CRC
10940	CRC
23175	CRC
124222	CRC
50854	CRC
24137	CRC
7050	CRC
6522	CRC
1503	CRC
3576	CRC
9818	CRC
55636	CRC
84955	CRC
375061	CRC
87	CRC
80003	CRC
10036	CRC
10926	CRC
84254	CRC
51602	CRC
55093	CRC
444	CRC
8346	CRC
3930	CRC
8840	CRC
126731	CRC
286827	CRC
8458	CRC
1717	CRC
51514	CRC
55726	CRC
7472	CRC
1063	CRC
6894	CRC
92140	CRC
57520	CRC
1876	CRC
54704	CRC
92935	CRC
27	CRC
6493	CRC
6509	CRC
81624	CRC
7472	CRC
22894	CRC
10280	CRC
983	CRC
1111	CRC
11219	CRC
10280	CRC
11221	CRC
65062	CRC
7701	CRC
23143	CRC
83943	CRC
89797	CRC
55795	CRC
112858	CRC
26775	CRC
1994	CRC
993	CRC
58477	CRC
4522	CRC
9762	CRC
10371	CRC
6932	CRC
142	CRC
23271	CRC
9926	CRC
8237	CRC
10492	CRC
96764	CRC
23175	CRC
95681	CRC
5817	CRC
29952	CRC
2618	CRC
11167	CRC
51523	CRC
11030	CRC
1265	CRC
196383	CRC
5396	CRC
84141	CRC
64943	CRC
87	CRC
10963	CRC
79751	CRC
7226	CRC
3329	CRC
25911	CRC
9015	CRC
5629	CRC
5954	CRC
9654	CRC
8346	CRC
90407	CRC
2963	CRC
10492	CRC
10988	CRC
8728	CRC
3624	CRC
9837	CRC
51114	CRC
6929	CRC
84529	CRC
171568	CRC
393	CRC
90411	CRC
80155	CRC
10272	CRC
11047	CRC
84376	CRC
6242	CRC
51018	CRC
25879	CRC
2037	CRC
51645	CRC
1301	CRC
5629	CRC
170487	CRC
3635	CRC
29763	CRC
8346	CRC
6790	CRC
84133	CRC
23306	CRC
11004	CRC
203068	CRC
6319	CRC
6628	CRC
9076	CRC
3720	CRC
51054	CRC
7465	CRC
3920	CRC
10413	CRC
23357	CRC
637	CRC
84962	CRC
1265	CRC
55210	CRC
80204	CRC
55738	CRC
3383	CRC
79850	CRC
2004	CRC
346389	CRC
8346	CRC
80131	CRC
4835	CRC
6059	CRC
5954	CRC
375444	CRC
26586	CRC
10940	CRC
10669	CRC
24147	CRC
3949	CRC
84918	CRC
8914	CRC
55975	CRC
9411	CRC
10607	CRC
51512	CRC
440	CRC
54704	CRC
55787	CRC
6319	CRC
55722	CRC
117178	CRC
23433	CRC
9088	CRC
10492	CRC
5901	CRC
7837	CRC
129401	CRC
6628	CRC
85358	CRC
440	CRC
8318	CRC
1123	CRC
8346	CRC
9456	CRC
11259	CRC
10926	CRC
6241	CRC
10529	CRC
4176	CRC
8870	CRC
4605	CRC
1278	CRC
5879	CRC
8568	CRC
6242	CRC
5654	CRC
84946	CRC
80781	CRC
6652	CRC
23650	CRC
56852	CRC
55775	CRC
27346	CRC
8346	CRC
29968	CRC
6696	CRC
252839	CRC
124540	CRC
57650	CRC
95681	CRC
5831	CRC
1778	CRC
9725	CRC
4173	CRC
5793	CRC
57128	CRC
155400	CRC
51176	CRC
6525	CRC
8346	CRC
10797	CRC
3678	CRC
57060	CRC
10417	CRC
4171	CRC
26508	CRC
55251	CRC
10926	CRC
672	CRC
633	CRC
5198	CRC
2983	CRC
57007	CRC
10560	CRC
84549	CRC
51082	CRC
9297	CRC
10807	CRC
2237	CRC
10417	CRC
3329	CRC
7226	CRC
8795	CRC
55901	CRC
26147	CRC
83879	CRC
9928	CRC
54443	CRC
10527	CRC
192111	CRC
55323	CRC
11113	CRC
23213	CRC
8346	CRC
2353	CRC
252839	CRC
27304	CRC
10962	CRC
8560	CRC
1462	CRC
10916	CRC
2550	CRC
55033	CRC
6628	CRC
332	CRC
5307	CRC
741	CRC
960	CRC
7784	CRC
6820	CRC
993	CRC
80020	CRC
4173	CRC
10112	CRC
6652	CRC
29968	CRC
54849	CRC
5328	CRC
6059	CRC
9712	CRC
4171	CRC
220042	CRC
4891	CRC
55035	CRC
6666	CRC
23636	CRC
11259	CRC
1462	CRC
1063	CRC
84058	CRC
222658	CRC
29887	CRC
652	CRC
5994	CRC
55210	CRC
---	CRC
83643	CRC
10036	CRC
2335	CRC
65125	CRC
89890	CRC
29886	CRC
51559	CRC
27074	CRC
1462	CRC
8346	CRC
8904	CRC
221143	CRC
84515	CRC
27253	CRC
308	CRC
54522	CRC
92675	CRC
2321	CRC
444	CRC
4929	CRC
113189	CRC
9718	CRC
1903	CRC
6749	CRC
563	CRC
139886	CRC
5307	CRC
23305	CRC
2187	CRC
23404	CRC
3920	CRC
29899	CRC
9762	CRC
10560	CRC
2523	CRC
201725	CRC
55454	CRC
8462	CRC
9678	CRC
6696	CRC
57128	CRC
637	CRC
4673	CRC
2335	CRC
7153	CRC
2335	CRC
6916	CRC
200765	CRC
81572	CRC
8609	CRC
3833	CRC
10460	CRC
9922	CRC
6520	CRC
7784	CRC
2275	CRC
79710	CRC
81034	CRC
64425	CRC
10208	CRC
10505	CRC
1602	CRC
51750	CRC
54663	CRC
84733	CRC
89797	CRC
1490	CRC
25800	CRC
81544	CRC
10725	CRC
2353	CRC
11062	CRC
8904	CRC
81624	CRC
140465	CRC
5315	CRC
2907	CRC
6696	CRC
126917	CRC
89797	CRC
55790	CRC
79710	CRC
629	CRC
1893	CRC
6525	CRC
25975	CRC
84858	CRC
1952	CRC
63922	CRC
2335	CRC
4323	CRC
9639	CRC
23649	CRC
154467	CRC
57820	CRC
4173	CRC
81611	CRC
51633	CRC
2146	CRC
80155	CRC
7291	CRC
64792	CRC
2022	CRC
222166	CRC
7078	CRC
23764	CRC
389792	CRC
1184	CRC
2335	CRC
54919	CRC
171023	CRC
1958	CRC
1627	CRC
8416	CRC
6405	CRC
11259	CRC
11237	CRC
8346	CRC
6522	CRC
2049	CRC
10763	CRC
9859	CRC
6322	CRC
2191	CRC
5255	CRC
5863	CRC
6168	CRC
4891	CRC
51203	CRC
56261	CRC
55839	CRC
8346	CRC
114990	CRC
6509	CRC
9510	CRC
554282	CRC
3992	CRC
221395	CRC
3070	CRC
100170841	CRC
8985	CRC
23397	CRC
79075	CRC
201725	CRC
9891	CRC
8934	CRC
27077	CRC
10732	CRC
25984	CRC
7466	CRC
2172	CRC
8496	CRC
55274	CRC
5268	CRC
140838	CRC
2717	CRC
126382	CRC
1312	CRC
5902	CRC
81610	CRC
8490	CRC
2906	CRC
9088	CRC
5326	CRC
387758	CRC
79805	CRC
4312	CRC
8346	CRC
51491	CRC
200728	CRC
221416	CRC
56474	CRC
2239	CRC
55299	CRC
9592	CRC
9156	CRC
1869	CRC
80820	CRC
8600	CRC
23236	CRC
85407	CRC
27085	CRC
163	CRC
54345	CRC
3638	CRC
8243	CRC
1978	CRC
9928	CRC
4751	CRC
25894	CRC
132001	CRC
22918	CRC
28951	CRC
27161	CRC
80183	CRC
7453	CRC
10098	CRC
11156	CRC
8975	CRC
84131	CRC
4891	CRC
439921	CRC
7837	CRC
1111	CRC
10544	CRC
9805	CRC
285855	CRC
8675	CRC
5270	CRC
309	CRC
8659	CRC
7422	CRC
2048	CRC
2353	CRC
5270	CRC
2919	CRC
100	CRC
4628	CRC
23657	CRC
2177	CRC
195827	CRC
11082	CRC
29968	CRC
8727	CRC
23255	CRC
222643	CRC
1111	CRC
374393	CRC
4811	CRC
57446	CRC
1462	CRC
29089	CRC
151230	CRC
9777	CRC
2963	CRC
7450	CRC
2615	CRC
65243	CRC
117145	CRC
2006	CRC
51088	CRC
26227	CRC
55790	CRC
23046	CRC
2335	CRC
54839	CRC
26207	CRC
80820	CRC
113115	CRC
7262	CRC
10808	CRC
9023	CRC
1627	CRC
3638	CRC
80228	CRC
1978	CRC
94031	CRC
4176	CRC
308	CRC
23258	CRC
9704	CRC
259215	CRC
6509	CRC
11047	CRC
8884	CRC
23452	CRC
84515	CRC
57446	CRC
4312	CRC
11230	CRC
22919	CRC
9122	CRC
5315	CRC
6678	CRC
51678	CRC
1184	CRC
11221	CRC
994	CRC
891	CRC
1909	CRC
80020	CRC
54894	CRC
80155	CRC
144455	CRC
57007	CRC
332	CRC
150465	CRC
8346	CRC
23305	CRC
3910	CRC
10007	CRC
3371	CRC
54498	CRC
23225	CRC
6373	CRC
1894	CRC
1839	CRC
3488	CRC
27346	CRC
80183	CRC
332	CRC
157807	CRC
4045	CRC
10008	CRC
157	CRC
117178	CRC
84296	CRC
2151	CRC
53834	CRC
41	CRC
1306	CRC
9411	CRC
79188	CRC
64219	CRC
2920	CRC
8934	CRC
64901	CRC
308	CRC
3490	CRC
10008	CRC
672	CRC
3654	CRC
56898	CRC
23177	CRC
24137	CRC
4288	CRC
332	CRC
65265	CRC
4173	CRC
84135	CRC
134728	CRC
5326	CRC
154091	CRC
5270	CRC
157	CRC
25788	CRC
8934	CRC
4507	CRC
57674	CRC
55425	CRC
151230	CRC
22841	CRC
3976	CRC
10166	CRC
4833	CRC
1111	CRC
2877	CRC
84946	CRC
5754	CRC
10630	CRC
11328	CRC
3934	CRC
6523	CRC
28984	CRC
9075	CRC
29988	CRC
3911	CRC
9401	CRC
6280	CRC
1183	CRC
374393	CRC
6520	CRC
55723	CRC
366	CRC
285	CRC
6696	CRC
1111	CRC
3486	CRC
6493	CRC
10024	CRC
8502	CRC
80183	CRC
5743	CRC
64946	CRC
3159	CRC
306	CRC
387914	CRC
89958	CRC
4734	CRC
26586	CRC
57650	CRC
140462	CRC
51514	CRC
6515	CRC
4600	CRC
81611	CRC
89958	CRC
29127	CRC
22918	CRC
60481	CRC
8727	CRC
3371	CRC
2048	CRC
3732	CRC
8614	CRC
376267	CRC
2177	CRC
135112	CRC
29887	CRC
1281	CRC
57493	CRC
1959	CRC
151507	CRC
54756	CRC
55353	CRC
149986	CRC
6322	CRC
1281	CRC
6696	CRC
8501	CRC
115908	CRC
56911	CRC
3164	CRC
6558	CRC
84674	CRC
9886	CRC
6936	CRC
55529	CRC
1289	CRC
4053	CRC
1284	CRC
9926	CRC
124540	CRC
2956	CRC
96764	CRC
55612	CRC
6241	CRC
51566	CRC
55740	CRC
55205	CRC
332	CRC
9805	CRC
8346	CRC
214	CRC
23413	CRC
3164	CRC
65265	CRC
51478	CRC
84159	CRC
4751	CRC
3070	CRC
7205	CRC
55612	CRC
3913	CRC
8549	CRC
81607	CRC
